id,screen_name,user_id,time,link,text,source,account_type,party,chamber,name,emotion_label,emotion_score,emotion_group
1345428273304653824,senatorbraun,1080870981877534720,2021-01-02 17:54:31+00:00,https://www.twitter.com/tedcruz/statuses/1345424285184241665,"RT GOP senators, led by Cruz, to object to Electoral College certification, demand emergency audit | Fox News",Twitter for iPhone,office,R,senate,Mike Braun,neutral,0.94987553358078,neutral
1345416800264204288,senatorbraun,1080870981877534720,2021-01-02 17:08:56+00:00,https://www.twitter.com/realDonaldTrump/statuses/1345160427337084931,"RT Because of the Trump Administration, hospitals are now required, effective immediately, to publish their REAL PRICES, which will create competition and drive downs costs MASSIVELY. Won lawsuit last week. Bigger than healthcare, it’s called PRICE TRANSPARENCY....",Twitter for iPhone,office,R,senate,Mike Braun,neutral,0.8624576330184937,neutral
1345363482267496448,senatorbraun,1080870981877534720,2021-01-02 13:37:04+00:00,https://www.twitter.com/realDonaldTrump/statuses/1345336370085171200,"RT TRANSPARENCY in medical pricing will be one of the biggest and most important things done for the American citizen. It was just put into service, January 1, against long odds and bitter opposition. Final lawsuits won last week. Enjoy all the extra money you will have!",Twitter for iPhone,office,R,senate,Mike Braun,joy,0.6169208884239197,joy
1345495086453415936,repcindyaxne,1080865917377097728,2021-01-02 22:20:01+00:00,https://www.twitter.com/RepCindyAxne/statuses/1345495086453415936,"Proud to help get $15 billion of #COVID19 relief signed into law to fund grants that’ll help Iowa’s theaters, live venues, & independent cinemas stay afloat.These grants will preserve cultural cornerstones of Iowa’s main streets across #IA03.📽🎭#SaveOurStages #SaveOurScreens Thank you for voting yes to #saveyourcinema. Save Our Screens legislation is literally going to save *our* screens. It means so much to us and our entire community!",Twitter for iPhone,office,D,house,Cindy Axne,gratitude,0.8737017512321472,joy
1345422853387268098,repcindyaxne,1080865917377097728,2021-01-02 17:32:59+00:00,https://www.twitter.com/RepCindyAxne/statuses/1345422853387268098,Anonymous shell corporations have enabled bad actors to evade U.S. taxes and fund illicit & illegal activities.The 2021 NDAA – which my colleagues and I approved with overwhelming majorities (twice) – BANS anonymous ownership in the U.S. #IA03,Twitter for iPhone,office,D,house,Cindy Axne,neutral,0.6636841893196106,neutral
1345366069104488450,repcindyaxne,1080865917377097728,2021-01-02 13:47:21+00:00,https://www.twitter.com/RepCindyAxne/statuses/1345366069104488450,"As the 2020 tax return season approaches, don't forget that my team can help you if you're having issues with the IRS.Laura had been waiting on her refund for months & was unable to get through to the IRS.She contacted my office, and you can too: #IA03",Twitter Web App,office,D,house,Cindy Axne,neutral,0.5892195105552673,neutral
1345439873319235589,repronwright,1080854935535800320,2021-01-02 18:40:37+00:00,https://www.twitter.com/RepRonWright/statuses/1345439873319235589,Even the New York Times agrees that distance learning is failing students across the country. It's time to safely reopen America's schools.,Twitter for iPhone,office,R,house,Ron Wright,approval,0.6071211695671082,joy
1345435856736198657,repdebhaaland,1080695666760929280,2021-01-02 18:24:39+00:00,https://www.twitter.com/RepDebHaaland/statuses/1345435856736198657,It’s been an honor to serve New Mexico with — she’s a strong advocate for her district and loves our state. I can’t wait to see what the future holds for her next chapter.,Twitter for iPhone,office,D,house,Deb Haaland,admiration,0.5571340918540955,joy
1345438064940867584,repsylviagarcia,1080587263132733442,2021-01-02 18:33:26+00:00,https://www.twitter.com/RepSylviaGarcia/statuses/1345438064940867584,"Thank you for the opportunity to serve the Texas 29th Congressional district. My first term in Congress has been anything but normal, but it has been an honor to serve you, your family, and our community. Here is the work we got done, by the numbers.",Twitter for iPhone,office,D,house,Sylvia Garcia,gratitude,0.987054169178009,joy
1345547410886504451,reppressley,1080584229510172678,2021-01-03 01:47:56+00:00,https://www.twitter.com/SenWarren/statuses/1345486363324526597,"RT I’m proud to fight shoulder-to-shoulder alongside , , , and to #CancelStudentDebt.",TweetDeck,office,D,house,Ayanna Pressley,pride,0.39292392134666443,pride
1345407001862389760,reppressley,1080584229510172678,2021-01-02 16:30:00+00:00,https://www.twitter.com/RepPressley/statuses/1345407001862389760,Abolish the death penalty.,Twitter Web App,office,D,house,Ayanna Pressley,anger,0.40676945447921753,anger
1345561355399651329,repdavids,1080516116395499522,2021-01-03 02:43:21+00:00,https://www.twitter.com/RepDavids/statuses/1345561355399651329,"During my first term I was glad to work with both parties to help small businesses, lower health care costs, and make a difference in people’s lives. We’re just getting started.",Twitter Web App,office,D,house,Sharice Davids,joy,0.6321473717689514,joy
1345362300232937474,reparmstrongnd,1080515866255593472,2021-01-02 13:32:22+00:00,https://www.twitter.com/gfherald/statuses/1345361451402321921,RT Hunter Pinke named Grand Forks Herald's 2020 Person of the Year,Twitter for iPhone,office,R,house,Kelly Armstrong,neutral,0.8302728533744812,neutral
1345576379723735040,repriggleman,1080504024695222273,2021-01-03 03:43:03+00:00,https://www.twitter.com/RepRiggleman/statuses/1345576379723735040,This made me laugh,Twitter Web App,office,R,house,Denver Riggleman,amusement,0.8413565158843994,joy
1345570609389056000,repriggleman,1080504024695222273,2021-01-03 03:20:07+00:00,https://www.twitter.com/RepRiggleman/statuses/1345570609389056000,Thank you,Twitter Web App,office,R,house,Denver Riggleman,gratitude,0.987123966217041,joy
1345559931295064070,repriggleman,1080504024695222273,2021-01-03 02:37:41+00:00,https://www.twitter.com/RepRiggleman/statuses/1345559931295064070,"20 years Mil & NSA intel. 9/11 veteran. If you researched, you would know that. But you’re a fired Fox guy who agreed dems believe in Moloch, right?Moloch, a god whose body was a furnace for sacrificing childrenMy “Bigfoot” book is about bizarre beliefs. Might be good for you CNN hosts ""Big Foot Scholar"" to explain why there's no possible way there was voter fraud in the presidential election. A Big Foot expert...",Twitter Web App,office,R,house,Denver Riggleman,neutral,0.6336666345596313,neutral
1345473468259831810,repriggleman,1080504024695222273,2021-01-02 20:54:07+00:00,https://www.twitter.com/RepRiggleman/statuses/1345473468259831810,"I will be joining on at 4:08pm to discuss the fallout of the 2020 election. Watch here, #VA05:",Twitter for iPhone,office,R,house,Denver Riggleman,neutral,0.943636953830719,neutral
1345466329315356676,repriggleman,1080504024695222273,2021-01-02 20:25:45+00:00,https://www.twitter.com/RepRiggleman/statuses/1345466329315356676,"#VA05, representing you in Congress has been one of the most memorable, challenging and remarkable experiences of my life. I am so proud of what we have accomplished in just 2 years.",Twitter for iPhone,office,R,house,Denver Riggleman,admiration,0.6218389272689819,joy
1345397260771852291,repriggleman,1080504024695222273,2021-01-02 15:51:17+00:00,https://www.twitter.com/RepRiggleman/statuses/1345397260771852291,"I'm happy to see a 'Whiskey Rebellion' against bureaucratic nonsense. responded appropriately in rescinding the ridiculous producer fee for distilleries that stepped up to make hand sanitizer during the #COVID19 pandemic. Read more here, #VA05:",Twitter for iPhone,office,R,house,Denver Riggleman,joy,0.5234937071800232,joy
1345352110968365058,repriggleman,1080504024695222273,2021-01-02 12:51:53+00:00,https://www.twitter.com/RepRiggleman/statuses/1345352110968365058,"“Antisemitism is the most enduring, intact and widely circulated conspiracy theory of all time.”I was proud to co-author the comprehensive report on anti-Jewish conspiracies. #QAnon uses these themes and memes. Sydney Powell is a disturbed individual 1. Looks like Kraken lawyer Sidney Powell retweeted a grossly antisemitic image to ring in the new year.The same image was part of the antisemitism allegations that followed former UK Labour leader Jeremy Corbyn for years. I'll explain. A thread. 👇",Twitter Web App,office,R,house,Denver Riggleman,neutral,0.4312126040458679,neutral
1345392550736179211,repdelgado,1080485692298444800,2021-01-02 15:32:34+00:00,https://www.twitter.com/repdelgado/statuses/1345392550736179211,Important information for young people in #NY19: The ’s AgDiscovery program is accepting applications right now for their nationwide programming that helps students in grades 7 – 12 gain first-hand experience about the agricultural sciences.,Twitter for iPhone,office,D,house,Antonio Delgado,neutral,0.8523887991905212,neutral
1345428970087591939,repelaineluria,1080292515939565568,2021-01-02 17:57:17+00:00,https://www.twitter.com/RepElaineLuria/statuses/1345428970087591939,PSA: Driving while holding your phone is now illegal in the Commonwealth of Virginia and punishable by a fine of $125.,Twitter for iPhone,office,D,house,Elaine Luria,neutral,0.5294734239578247,neutral
1345397342481100801,repangiecraig,1080222360643485698,2021-01-02 15:51:37+00:00,https://www.twitter.com/RepAngieCraig/statuses/1345397342481100801,I am proud that the President signed the STORM Act into law – one of four bills I’ve passed in the 116th Congress. This will help communities like Red Wing & Hastings fund disaster mitigation projects that will reduce the cost & risk of natural disasters.,Twitter Web App,office,D,house,Angie Craig,pride,0.4418012797832489,pride
1345417373839470593,repcunningham,1080198683713507335,2021-01-02 17:11:13+00:00,https://www.twitter.com/RepCunningham/statuses/1345417373839470593,"Today marks my final day as a member of Congress. It was the honor of my lifetime to represent the Lowcountry. In spite of the challenges we've faced, I'm proud of everything we were able to accomplish for the people of South Carolina's First Congressional District.",Twitter Web App,office,D,house,Joe Cunningham,pride,0.41590288281440735,pride
1345413368866340869,reptimmons,1079770852302958592,2021-01-02 16:55:18+00:00,https://www.twitter.com/RepTimmons/statuses/1345413368866340869,"I hope that you will take the time to read my full explanation of how I came to this decision. In the coming months, I look forward to working with my colleagues to establish standards and ensure this does not happen again.",Twitter Web App,office,R,house,William Timmons,optimism,0.9360031485557556,joy
1345413367155077121,reptimmons,1079770852302958592,2021-01-02 16:55:17+00:00,https://www.twitter.com/RepTimmons/statuses/1345413367155077121,"For reasons I detail below, I plan to object to the Electoral College certification from states that unconstitutionally changed their election laws.",Twitter Web App,office,R,house,William Timmons,disapproval,0.6258159279823303,anger
1345413366161035264,reptimmons,1079770852302958592,2021-01-02 16:55:17+00:00,https://www.twitter.com/RepTimmons/statuses/1345413366161035264,"To date, Congress has failed to launch any meaningful investigation or oversight into anything that relates to election integrity. This is unacceptable at a time when tens of millions of Americans feel disenfranchised.",Twitter Web App,office,R,house,William Timmons,disapproval,0.6106024384498596,anger
1345413365036888068,reptimmons,1079770852302958592,2021-01-02 16:55:17+00:00,https://www.twitter.com/RepTimmons/statuses/1345413365036888068,"As the representative of South Carolina’s Fourth Congressional District, I took an oath to uphold the Constitution, and this is a duty that I do not take lightly or without careful consideration and deliberation.",Twitter Web App,office,R,house,William Timmons,approval,0.5487205386161804,joy
1345456486395367430,repsusielee,1079061579973439488,2021-01-02 19:46:38+00:00,https://www.twitter.com/RepSusieLee/statuses/1345456486395367430,"This is horribly irresponsible and dangerous rhetoric, especially coming from a sitting member of Congress. Every elected official, from both parties, needs to stand together to shut down this dangerous, desperate, baseless attempt to undermine our democracy. Louie Gohmert on Newsmax: ""But if bottom line is, the court is saying, 'We're not going to touch this. You have no remedy' -- basically, in effect, the ruling would be that you gotta go the streets and be as violent as Antifa and BLM.""",Twitter for iPhone,office,D,house,Susie Lee,neutral,0.3641839623451233,neutral
1345407788122578950,repandykimnj,1078771848882593793,2021-01-02 16:33:07+00:00,https://www.twitter.com/RepAndyKimNJ/statuses/1345407788122578950,I just finished a tour of a vaccine site. I couldn’t be more proud of our neighbors working here today doing their part to keep people safe. I’m going to keep fighting to make sure they have the supplies they need to get you vaccinated when it’s your turn.,Twitter for iPhone,office,D,house,Andy Kim,admiration,0.26951712369918823,joy
1345399703433744385,repjoeneguse,1078749802765139968,2021-01-02 16:01:00+00:00,https://www.twitter.com/RepJoeNeguse/statuses/1345399703433744385,"Congratulations to the winners of this years Congressional App Challenge! BraiNformation is informative, inventive and shows a tremendous commitment and talent for coding and neurology.",TweetDeck,office,D,house,Joe Neguse,admiration,0.8358815312385559,joy
1345524258177478656,senatorromney,1078693601356509184,2021-01-03 00:15:56+00:00,https://www.twitter.com/SenatorRomney/statuses/1345524258177478656,"The egregious ploy to reject electors may enhance the political ambition of some, but dangerously threatens our Democratic Republic.",Twitter Web App,office,R,senate,Mitt Romney,fear,0.365924209356308,fear
1345425989657124865,repescobar,1075517806551154689,2021-01-02 17:45:27+00:00,https://www.twitter.com/RepEscobar/statuses/1345425989657124865,It is an honor to represent the hardworking people of El Paso and I look forward to doing even more for them and our community in the upcoming 117th Congress.,Twitter for iPhone,office,D,house,Veronica Escobar,optimism,0.584333598613739,joy
1345425987140546560,repescobar,1075517806551154689,2021-01-02 17:45:26+00:00,https://www.twitter.com/RepEscobar/statuses/1345425987140546560,"As the 116th Congress comes to an end, I’m proud to say my office helped El Pasoans cut though the red tape and returned $12.9M to over 800 constituents.Additionally, we ensured our community received $981M to weather the COVID-19 crisis.",Twitter for iPhone,office,D,house,Veronica Escobar,pride,0.4258083701133728,pride
1345418814016651264,repescobar,1075517806551154689,2021-01-02 17:16:56+00:00,https://www.twitter.com/ElPasoTXGov/statuses/1345409277234700290,"RT 402 new COVID-19 cases and 19 delayed test results by the State are being reported today for a cumulative total of 99,327 cases. The number of deaths remains at 1,473.To date 62,715 residents have recovered from the virus and 34,563 cases remain active.",Twitter for iPhone,office,D,house,Veronica Escobar,neutral,0.8024696111679077,neutral
1345534868617375744,repbryansteil,1075205691621720064,2021-01-03 00:58:06+00:00,https://www.twitter.com/RepBryanSteil/statuses/1345534868617375744,"“Dirt is moving and work continues at the future village home of Haribo's first North American manufacturing site.” Great to see jobs coming to Pleasant Prairie, WI!",Twitter for iPhone,office,R,house,Bryan Steil,admiration,0.6940040588378906,joy
1345380258636247040,repharley,1075080722241736704,2021-01-02 14:43:44+00:00,https://www.twitter.com/RepHarley/statuses/1339345145506844672,"RT THREAD: From government shutdowns to a global pandemic, our office has fought tirelessly over the last two years to represent California's 48th congressional district.",Twitter Web App,office,D,house,Harley Rouda,neutral,0.6760260462760925,neutral
1345416819696349184,repvantaylor,1075040139351597056,2021-01-02 17:09:01+00:00,https://www.twitter.com/RepVanTaylor/statuses/1345416819696349184,"Serving North Texas during the 116th Congress has been an incredible privilege. Despite the challenges of the last year, I am proud of what we were able to achieve for #TX03 by working together.",Twitter Web App,office,R,house,Van Taylor,admiration,0.6337652206420898,joy
1345381426972254209,repchrispappas,1067748650485497862,2021-01-02 14:48:22+00:00,https://www.twitter.com/RepChrisPappas/statuses/1345381426972254209,There is still time to RSVP for our 2021 Virtual Open House tomorrow at 12pm! ❗️Sign up here: You can also watch live on Facebook:,Twitter Web App,office,D,house,Chris Pappas,neutral,0.349209189414978,neutral
1345561628302053380,repmgs,1067541214671577093,2021-01-03 02:44:26+00:00,https://www.twitter.com/RepAdamSchiff/statuses/1345528358315069440,"RT Last year, we proved Donald Trump guilty of abusing the power of his office.But Republican Senators refused to convict, claiming on principle, voters should decide.Now, those same Senators wish to overturn the election results.They have no principle, only fear and ambition.",Twitter for iPhone,office,D,house,Mary Scanlon,neutral,0.7252435088157654,neutral
1345557097908465665,repmgs,1067541214671577093,2021-01-03 02:26:26+00:00,https://www.twitter.com/RepMGS/statuses/1345557097908465665,"1 in 4 children are hungry in Alabama, Louisiana, and Texas. 1 in 5 children are hungry in Oklahoma. 1 in 6 children are hungry in Indiana and Tennessee...If only these Senators channeled this much energy into passing $2,000 stimulus checks to help families in need. NEWS: 11 Republican senators say they'll ""vote on January 6 to reject the electors"" from certain states.Ted CruzRon JohnsonJames LankfordSteve DainesJohn KennedyMarsha BlackburnMike BraunCynthia LummisRoger MarshallBill HagertyTommy TubervilleFull joint statement 👇",Twitter for iPhone,office,D,house,Mary Scanlon,neutral,0.9113983511924744,neutral
1345554353470529536,repmgs,1067541214671577093,2021-01-03 02:15:31+00:00,https://www.twitter.com/RepMGS/statuses/1345554353470529536,Our GOP colleagues proudly enabled the outgoing president when he:- Colluded w/ Russia- Locked kids in cages - Teargassed Americans - Downplayed COVID-19- Undermined our elections They’ve shown us who their loyalty is to from day 1️⃣The American people will never forget.,Twitter for iPhone,office,D,house,Mary Scanlon,neutral,0.7311693429946899,neutral
1345536728774356992,repmgs,1067541214671577093,2021-01-03 01:05:29+00:00,https://www.twitter.com/RepMGS/statuses/1345536728774356992,Just checking in 🙋🏼♀️,Twitter for iPhone,office,D,house,Mary Scanlon,neutral,0.5570635795593262,neutral
1345407585009229831,repmgs,1067541214671577093,2021-01-02 16:32:19+00:00,https://www.twitter.com/RepMGS/statuses/1345407585009229831,We must continue to demand action to curb gun violence. Our country — and our children — cannot wait.,Twitter for iPhone,office,D,house,Mary Scanlon,neutral,0.31917062401771545,neutral
1345387518284484610,repjoemorelle,1064595993222615040,2021-01-02 15:12:35+00:00,https://www.twitter.com/RepJoeMorelle/statuses/1345387518284484610,"COVID-19 has left deep economic scars that will be felt for generations.We have a lot of work before us, but I will continue to stand up for our most vulnerable Americans as we move our nation forward.",Twitter for iPhone,office,D,house,Joseph Morelle,optimism,0.2797427177429199,joy
1345549547272105984,repdeanphillips,1061310112013434882,2021-01-03 01:56:25+00:00,https://www.twitter.com/SenatorRomney/statuses/1345524258177478656,"RT The egregious ploy to reject electors may enhance the political ambition of some, but dangerously threatens our Democratic Republic.",Twitter for iPhone,office,D,house,Dean Phillips,fear,0.35979676246643066,fear
1345509175858782211,repdeanphillips,1061310112013434882,2021-01-02 23:16:00+00:00,https://www.twitter.com/NPR/statuses/1345502899653275650,RT 40% of Americans think the new coronavirus was invented in a Chinese lab19% think Barack Obama was born outside the U.S.17% believe in the QAnon conspiracy theory about a high-level pedophilia ringBut 0% of the above has any basis in reality or fact.,Twitter for iPhone,office,D,house,Dean Phillips,neutral,0.7646441459655762,neutral
1345502370688598017,repdeanphillips,1061310112013434882,2021-01-02 22:48:58+00:00,https://www.twitter.com/RepDeanPhillips/statuses/1345502370688598017,"Members of Congress elected on the very same ballots to which they plan to object on Jan 6 should refuse to be sworn-in tomorrow, for if Trump’s defeat isn’t legitimate, how can their victories be legitimate?",Twitter for iPhone,office,D,house,Dean Phillips,neutral,0.4825006127357483,neutral
1345493265320177666,repdeanphillips,1061310112013434882,2021-01-02 22:12:47+00:00,https://www.twitter.com/RepDeanPhillips/statuses/1345493265320177666,"As my first term draws to a close, people have been asking what has surprised me most about Congress. Sadly, it’s the willingness of so many to forgo their principles and the common interest in favor of power and their personal interests; the very opposite of patriotism.",Twitter for iPhone,office,D,house,Dean Phillips,sadness,0.6186093688011169,sadness
1345485073634754560,repdeanphillips,1061310112013434882,2021-01-02 21:40:14+00:00,https://www.twitter.com/RepDeanPhillips/statuses/1345485073634754560,"Pretty rich that would be leading the effort to overturn a presidential election based on “unprecedented allegations”. Based on the fraud committed by Senator Ted Cruz during the Iowa Caucus, either a new election should take place or Cruz results nullified.",Twitter for iPhone,office,D,house,Dean Phillips,neutral,0.7960450649261475,neutral
1345468236356341762,repdeanphillips,1061310112013434882,2021-01-02 20:33:19+00:00,https://www.twitter.com/RepDeanPhillips/statuses/1345468236356341762,"I don’t expect Republicans in Congress to heed my advice, but perhaps Mitch McConnell’s former Chief of Staff and Campaign Manager carries some weight.🏌️♂️ Rarely can you predict with 100% assurance that years from now everyone who went down this road will wish they had a mulligan.",Twitter for iPhone,office,D,house,Dean Phillips,disapproval,0.5917401909828186,anger
1345453772894597121,repdeanphillips,1061310112013434882,2021-01-02 19:35:51+00:00,https://www.twitter.com/RepDeanPhillips/statuses/1345453772894597121,"It’s not just dangerously hypocritical, it’s utterly nonsensical. They are “eager to challenge the results...even though the vast majority of them just won elections in the very same balloting they are now claiming was fraudulently administered”.",Twitter for iPhone,office,D,house,Dean Phillips,annoyance,0.5268253684043884,anger
1345380877099032576,repdeanphillips,1061310112013434882,2021-01-02 14:46:11+00:00,https://www.twitter.com/RepDeanPhillips/statuses/1345380877099032576,"Quite the opposite, Mr. Gohmert. WHEN Congress votes to affirm the Electoral College result on January 6, it will demonstrate the resilience of our republic and the strength of our experiment in self-governance. All despite efforts by people like you to undermine it. Gohmert says that if Congress doesn't overturn Trump's election loss, ""it will mean the end of our republic, the end of the experiment in self-government.""",Twitter for iPhone,office,D,house,Dean Phillips,neutral,0.5390093326568604,neutral
1345449558688468992,repbalderson,1037341536592310272,2021-01-02 19:19:06+00:00,https://www.twitter.com/RepBalderson/statuses/1345449558688468992,Grateful to have served in the 116th Congress and honored to continue representing the people of Ohio’s 12th Congressional District in the 117th Congress.We have a lot of work ahead — I’m excited to get started tomorrow!,Twitter for iPhone,office,R,house,Troy Balderson,excitement,0.8229219317436218,joy
1345540073266311168,repwexton,1017819745880543238,2021-01-03 01:18:47+00:00,https://www.twitter.com/RepWexton/statuses/1345540073266311168,"My heart goes out to the Deputy and two security guards injured in tonight's shooting.Grateful for the heroism of , , and on the scene and in the shooter's capture.",Twitter for Android,office,D,house,Jennifer Wexton,gratitude,0.5264097452163696,joy
1345506507065061378,repwexton,1017819745880543238,2021-01-02 23:05:24+00:00,https://www.twitter.com/LoudounSheriff/statuses/1345498093194719232,"RT LCSO is on-scene of a non-fatal shooting at the Dulles Crossing Plaza in Sterling. The investigation is ongoing, and residents are asked to avoid the area. The suspect fled the area in a vehicle. More details will be released as they become available.",Twitter for Android,office,D,house,Jennifer Wexton,neutral,0.6403613090515137,neutral
1345476963176222721,senbillcassidy,1017500185356853248,2021-01-02 21:08:00+00:00,https://www.twitter.com/SenBillCassidy/statuses/1345476963176222721,"Luke Letlow will be laid to rest today. Please keep his wife, Julia, and his two children, Jeremiah and Jacqueline, in your prayers during this especially difficult time. Louisiana mourns his loss, but we are all so thankful for having known him.",Twitter Media Studio,office,R,senate,Bill Cassidy,gratitude,0.6760929822921753,joy
1345422984127926278,senbillcassidy,1017500185356853248,2021-01-02 17:33:30+00:00,https://www.twitter.com/SenBillCassidy/statuses/1345422984127926278,I voted for the annual NDAA that is crucial to supporting our troops. The bill gives our service members a pay raise and funds projects at military bases in Louisiana such as Ft. Polk and Barksdale AFB. Proud to back this legislation that is vital to the defense of our nation.,Twitter Media Studio,office,R,senate,Bill Cassidy,admiration,0.40917059779167175,joy
1345399451540590592,repdlesko,996094929733652481,2021-01-02 16:00:00+00:00,https://www.twitter.com/RepDLesko/statuses/1345399451540590592,"Our office’s total constituent savings for the 116th Congress is over $2,527,000! These cases involved Social Security, IRS, VA, and many other federal agencies. I’m looking forward to continuing to serve our constituents in AZ’s 8th Congressional District in the 117th Congress!",TweetDeck,office,R,house,Debbie Lesko,optimism,0.7795509099960327,joy
